nama_ptn,kode_ptn,kode_resmi,kategori,kode_prodi,nama_prodi,jenjang,daya_tampung_2026,peminat_2025,portofolio,scraped_at,rasio_keketatan
Politeknik Pertanian Negeri Samarinda,561,2561,PTN Vokasi,25612001,Pengelolaan Perkebunan,Sarjana Terapan,28,35.0,Tidak Ada,2026-04-10 15:27:58,0.8
Politeknik Pertanian Negeri Samarinda,561,2561,PTN Vokasi,25612002,Teknologi Rekayasa Perangkat Lunak,Sarjana Terapan,22,15.0,Tidak Ada,2026-04-10 15:27:58,1.4667
Politeknik Pertanian Negeri Samarinda,561,2561,PTN Vokasi,25612003,Rekayasa Kayu,Sarjana Terapan,9,,Tidak Ada,2026-04-10 15:27:58,
Politeknik Pertanian Negeri Samarinda,561,2561,PTN Vokasi,25612010,Teknologi Rekayasa Geomatika Dan Survei,Sarjana Terapan,21,24.0,Tidak Ada,2026-04-10 15:27:58,0.875
Politeknik Pertanian Negeri Samarinda,561,2561,PTN Vokasi,25612012,Teknologi Produksi Tanaman Pangan,Sarjana Terapan,12,18.0,Tidak Ada,2026-04-10 15:27:58,0.6667
Politeknik Pertanian Negeri Samarinda,561,2561,PTN Vokasi,25612013,Teknologi Rekayasa Pengendalian Pencemaran Lingkungan,Sarjana Terapan,9,4.0,Tidak Ada,2026-04-10 15:27:58,2.25
Politeknik Pertanian Negeri Samarinda,561,2561,PTN Vokasi,25612014,Teknologi Rekayasa Pangan,Sarjana Terapan,9,8.0,Tidak Ada,2026-04-10 15:27:58,1.125
Politeknik Pertanian Negeri Samarinda,561,2561,PTN Vokasi,25613004,Budidaya Tanaman Perkebunan,Diploma Tiga,18,12.0,Tidak Ada,2026-04-10 15:27:58,1.5
Politeknik Pertanian Negeri Samarinda,561,2561,PTN Vokasi,25613005,Teknologi Hasil Perkebunan,Diploma Tiga,18,3.0,Tidak Ada,2026-04-10 15:27:58,6.0
Politeknik Pertanian Negeri Samarinda,561,2561,PTN Vokasi,25613006,Pengolahan Hasil Hutan,Diploma Tiga,18,1.0,Tidak Ada,2026-04-10 15:27:58,18.0
Politeknik Pertanian Negeri Samarinda,561,2561,PTN Vokasi,25613007,Teknologi Geomatika,Diploma Tiga,15,14.0,Tidak Ada,2026-04-10 15:27:58,1.0714
Politeknik Pertanian Negeri Samarinda,561,2561,PTN Vokasi,25613008,Pengelolaan Lingkungan,Diploma Tiga,12,7.0,Tidak Ada,2026-04-10 15:27:58,1.7143
Politeknik Pertanian Negeri Samarinda,561,2561,PTN Vokasi,25613009,Pengelolaan Hutan,Diploma Tiga,18,8.0,Tidak Ada,2026-04-10 15:27:58,2.25
Politeknik Pertanian Negeri Samarinda,561,2561,PTN Vokasi,25613011,Sistem Informasi Akuntansi,Diploma Tiga,12,5.0,Tidak Ada,2026-04-10 15:27:58,2.4
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25622001,Teknik Mesin Produksi Dan Perawatan,Sarjana Terapan,36,198.0,Tidak Ada,2026-04-10 15:28:00,0.1818
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25622002,Teknik Listrik,Sarjana Terapan,23,105.0,Tidak Ada,2026-04-10 15:28:00,0.219
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25622003,Teknologi Kimia Industri,Sarjana Terapan,27,96.0,Tidak Ada,2026-04-10 15:28:00,0.2812
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25622004,Rekayasa Jalan & Jembatan,Sarjana Terapan,23,77.0,Tidak Ada,2026-04-10 15:28:00,0.2987
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25622005,Teknik Informatika Multimedia,Sarjana Terapan,27,164.0,Tidak Ada,2026-04-10 15:28:00,0.1646
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25622006,Teknologi Rekayasa Komputer,Sarjana Terapan,27,74.0,Tidak Ada,2026-04-10 15:28:00,0.3649
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25622007,Usaha Perjalanan Wisata,Sarjana Terapan,15,46.0,Tidak Ada,2026-04-10 15:28:00,0.3261
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25622008,Akuntansi Manajerial,Sarjana Terapan,31,215.0,Tidak Ada,2026-04-10 15:28:00,0.1442
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25622009,Keuangan Dan Perbankan,Sarjana Terapan,31,165.0,Tidak Ada,2026-04-10 15:28:00,0.1879
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25622010,Manajemen Pemasaran,Sarjana Terapan,29,177.0,Tidak Ada,2026-04-10 15:28:00,0.1638
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25622029,Arsitektur Bangunan Gedung,Sarjana Terapan,25,70.0,Tidak Ada,2026-04-10 15:28:00,0.3571
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25622030,Bisnis Digital,Sarjana Terapan,29,191.0,Tidak Ada,2026-04-10 15:28:00,0.1518
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25622031,Desain Produk Kayu Dan Serat,Sarjana Terapan,17,24.0,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:28:00,0.7083
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25622032,Teknologi Rekayasa Konstruksi Bangunan Gedung,Sarjana Terapan,23,91.0,Tidak Ada,2026-04-10 15:28:00,0.2527
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25622033,Teknologi Rekayasa Konstruksi Bangunan Air,Sarjana Terapan,7,9.0,Tidak Ada,2026-04-10 15:28:00,0.7778
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25623011,Teknik Informatika,Diploma Tiga,27,97.0,Tidak Ada,2026-04-10 15:28:00,0.2784
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25623014,Petro Dan Oleo Kimia,Diploma Tiga,18,41.0,Tidak Ada,2026-04-10 15:28:00,0.439
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25623015,Perawatan Dan Perbaikan Mesin,Diploma Tiga,36,119.0,Tidak Ada,2026-04-10 15:28:00,0.3025
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25623017,Nautika,Diploma Tiga,30,38.0,Tidak Ada,2026-04-10 15:28:00,0.7895
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25623018,Teknik Komputer,Diploma Tiga,27,36.0,Tidak Ada,2026-04-10 15:28:00,0.75
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25623019,Teknika,Diploma Tiga,30,27.0,Tidak Ada,2026-04-10 15:28:00,1.1111
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25623021,Pariwisata,Diploma Tiga,30,88.0,Tidak Ada,2026-04-10 15:28:00,0.3409
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25623022,Teknik Listrik,Diploma Tiga,15,36.0,Tidak Ada,2026-04-10 15:28:00,0.4167
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25623024,Teknik Alat Berat,Diploma Tiga,34,252.0,Tidak Ada,2026-04-10 15:28:00,0.1349
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25623026,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Diploma Tiga,36,48.0,Tidak Ada,2026-04-10 15:28:00,0.75
Politeknik Negeri Samarinda,562,2562,PTN Vokasi,25623027,Akuntansi,Diploma Tiga,31,96.0,Tidak Ada,2026-04-10 15:28:00,0.3229
Politeknik Negeri Balikpapan,563,2563,PTN Vokasi,25632001,Teknologi Rekayasa Konstruksi Jalan Dan Jembatan,Sarjana Terapan,40,29.0,Tidak Ada,2026-04-10 15:28:03,1.3793
Politeknik Negeri Balikpapan,563,2563,PTN Vokasi,25632002,Akuntansi Perpajakan,Sarjana Terapan,48,144.0,Tidak Ada,2026-04-10 15:28:03,0.3333
Politeknik Negeri Balikpapan,563,2563,PTN Vokasi,25632005,Pengelolaan Perhotelan,Sarjana Terapan,40,53.0,Tidak Ada,2026-04-10 15:28:03,0.7547
Politeknik Negeri Balikpapan,563,2563,PTN Vokasi,25632009,Perbankan Dan Keuangan Digital,Sarjana Terapan,50,130.0,Tidak Ada,2026-04-10 15:28:03,0.3846
Politeknik Negeri Balikpapan,563,2563,PTN Vokasi,25632010,Teknologi Rekayasa Manufaktur,Sarjana Terapan,40,28.0,Tidak Ada,2026-04-10 15:28:03,1.4286
Politeknik Negeri Balikpapan,563,2563,PTN Vokasi,25632011,Sistem Informasi Kota Cerdas,Sarjana Terapan,24,,Tidak Ada,2026-04-10 15:28:03,
Politeknik Negeri Balikpapan,563,2563,PTN Vokasi,25632012,Teknologi Rekayasa Konstruksi Bangunan Air,Sarjana Terapan,24,,Tidak Ada,2026-04-10 15:28:03,
Politeknik Negeri Balikpapan,563,2563,PTN Vokasi,25633003,Teknologi Listrik,Diploma Tiga,30,28.0,Tidak Ada,2026-04-10 15:28:03,1.0714
Politeknik Negeri Balikpapan,563,2563,PTN Vokasi,25633004,Teknik Elektronika,Diploma Tiga,52,45.0,Tidak Ada,2026-04-10 15:28:03,1.1556
Politeknik Negeri Balikpapan,563,2563,PTN Vokasi,25633006,Alat Berat,Diploma Tiga,52,102.0,Tidak Ada,2026-04-10 15:28:03,0.5098
Politeknik Negeri Balikpapan,563,2563,PTN Vokasi,25633007,Teknik Sipil,Diploma Tiga,52,50.0,Tidak Ada,2026-04-10 15:28:03,1.04
Politeknik Negeri Balikpapan,563,2563,PTN Vokasi,25633008,Tata Boga,Diploma Tiga,60,76.0,Tidak Ada,2026-04-10 15:28:03,0.7895
Politeknik Negeri Bali,617,2617,PTN Vokasi,26172001,Manajemen Proyek Konstruksi,Sarjana Terapan,38,53.0,Tidak Ada,2026-04-10 15:28:04,0.717
Politeknik Negeri Bali,617,2617,PTN Vokasi,26172002,Teknologi Rekayasa Utilitas,Sarjana Terapan,15,29.0,Tidak Ada,2026-04-10 15:28:04,0.5172
Politeknik Negeri Bali,617,2617,PTN Vokasi,26172003,Teknik Otomasi,Sarjana Terapan,23,34.0,Tidak Ada,2026-04-10 15:28:04,0.6765
Politeknik Negeri Bali,617,2617,PTN Vokasi,26172004,Teknologi Rekayasa Perangkat Lunak,Sarjana Terapan,38,63.0,Tidak Ada,2026-04-10 15:28:04,0.6032
Politeknik Negeri Bali,617,2617,PTN Vokasi,26172005,Teknologi Rekayasa Konstruksi Bangunan Gedung,Sarjana Terapan,15,25.0,Tidak Ada,2026-04-10 15:28:04,0.6
Politeknik Negeri Bali,617,2617,PTN Vokasi,26172006,Akuntansi Perpajakan,Sarjana Terapan,45,183.0,Tidak Ada,2026-04-10 15:28:04,0.2459
Politeknik Negeri Bali,617,2617,PTN Vokasi,26172007,Akuntansi Manajerial,Sarjana Terapan,53,206.0,Tidak Ada,2026-04-10 15:28:04,0.2573
Politeknik Negeri Bali,617,2617,PTN Vokasi,26172008,Manajemen Bisnis Internasional,Sarjana Terapan,53,172.0,Tidak Ada,2026-04-10 15:28:04,0.3081
Politeknik Negeri Bali,617,2617,PTN Vokasi,26172009,Manajemen Bisnis Pariwisata,Sarjana Terapan,60,365.0,Tidak Ada,2026-04-10 15:28:04,0.1644
Politeknik Negeri Bali,617,2617,PTN Vokasi,26172010,Bisnis Digital,Sarjana Terapan,38,162.0,Tidak Ada,2026-04-10 15:28:04,0.2346
Politeknik Negeri Bali,617,2617,PTN Vokasi,26172024,Teknologi Rekayasa Konstruksi Bangunan Air,Sarjana Terapan,8,2.0,Tidak Ada,2026-04-10 15:28:04,4.0
Politeknik Negeri Bali,617,2617,PTN Vokasi,26172025,Rekayasa Perancangan Mekanik,Sarjana Terapan,8,16.0,Tidak Ada,2026-04-10 15:28:04,0.5
Politeknik Negeri Bali,617,2617,PTN Vokasi,26172026,Bahasa Inggris Untuk Komunikasi Bisnis Dan Profesional,Sarjana Terapan,15,29.0,Tidak Ada,2026-04-10 15:28:04,0.5172
Politeknik Negeri Bali,617,2617,PTN Vokasi,26172027,Teknologi Rekayasa Energi Terbarukan,Sarjana Terapan,15,11.0,Tidak Ada,2026-04-10 15:28:04,1.3636
Politeknik Negeri Bali,617,2617,PTN Vokasi,26172028,Akuntansi Bisnis Digital,Sarjana Terapan,23,28.0,Tidak Ada,2026-04-10 15:28:04,0.8214
Politeknik Negeri Bali,617,2617,PTN Vokasi,26173011,Administrasi Bisnis,Diploma Tiga,60,146.0,Tidak Ada,2026-04-10 15:28:04,0.411
Politeknik Negeri Bali,617,2617,PTN Vokasi,26173012,Akuntansi,Diploma Tiga,53,136.0,Tidak Ada,2026-04-10 15:28:04,0.3897
Politeknik Negeri Bali,617,2617,PTN Vokasi,26173013,Teknik Sipil,Diploma Tiga,38,52.0,Tidak Ada,2026-04-10 15:28:04,0.7308
Politeknik Negeri Bali,617,2617,PTN Vokasi,26173014,Teknik Listrik,Diploma Tiga,38,67.0,Tidak Ada,2026-04-10 15:28:04,0.5672
Politeknik Negeri Bali,617,2617,PTN Vokasi,26173015,Perhotelan (Kampus Kab. Karangasem),Diploma Tiga,15,18.0,Tidak Ada,2026-04-10 15:28:04,0.8333
Politeknik Negeri Bali,617,2617,PTN Vokasi,26173016,Perhotelan (Kampus Kab. Jembrana),Diploma Tiga,15,9.0,Tidak Ada,2026-04-10 15:28:04,1.6667
Politeknik Negeri Bali,617,2617,PTN Vokasi,26173017,Usaha Perjalanan Wisata,Diploma Tiga,23,34.0,Tidak Ada,2026-04-10 15:28:04,0.6765
Politeknik Negeri Bali,617,2617,PTN Vokasi,26173018,Teknik Mesin,Diploma Tiga,45,135.0,Tidak Ada,2026-04-10 15:28:04,0.3333
Politeknik Negeri Bali,617,2617,PTN Vokasi,26173020,Teknik Pendingin Dan Tata Udara,Diploma Tiga,23,53.0,Tidak Ada,2026-04-10 15:28:04,0.434
Politeknik Negeri Bali,617,2617,PTN Vokasi,26173021,Manajemen Informatika,Diploma Tiga,30,53.0,Tidak Ada,2026-04-10 15:28:04,0.566
Politeknik Negeri Bali,617,2617,PTN Vokasi,26173022,Perhotelan,Diploma Tiga,98,353.0,Tidak Ada,2026-04-10 15:28:04,0.2776
Politeknik Negeri Bali,617,2617,PTN Vokasi,26173023,Administrasi Bisnis (Kampus Kab. Karangasem),Diploma Tiga,15,13.0,Tidak Ada,2026-04-10 15:28:04,1.1538
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26412001,Perancangan Jalan Dan Jembatan,Sarjana Terapan,21,71.0,Tidak Ada,2026-04-10 15:28:07,0.2958
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26412002,Teknik Perancangan Irigasi Dan Penanganan Pantai,Sarjana Terapan,21,18.0,Tidak Ada,2026-04-10 15:28:07,1.1667
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26412003,Teknik Mesin Produksi Dan Perawatan,Sarjana Terapan,12,31.0,Tidak Ada,2026-04-10 15:28:07,0.3871
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26412004,Teknik Instalasi Listrik,Sarjana Terapan,18,70.0,Tidak Ada,2026-04-10 15:28:07,0.2571
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26412005,Manajemen Perusahaan,Sarjana Terapan,49,196.0,Tidak Ada,2026-04-10 15:28:07,0.25
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26412006,Akuntansi Sektor Publik,Sarjana Terapan,42,136.0,Tidak Ada,2026-04-10 15:28:07,0.3088
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26412007,Perhotelan,Sarjana Terapan,35,121.0,Tidak Ada,2026-04-10 15:28:07,0.2893
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26412008,Usaha Perjalanan Wisata,Sarjana Terapan,35,121.0,Tidak Ada,2026-04-10 15:28:07,0.2893
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26413009,Teknik Sipil,Diploma Tiga,17,55.0,Tidak Ada,2026-04-10 15:28:07,0.3091
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26413010,Teknik Elektronika,Diploma Tiga,12,35.0,Tidak Ada,2026-04-10 15:28:07,0.3429
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26413011,Teknik Listrik,Diploma Tiga,18,34.0,Tidak Ada,2026-04-10 15:28:07,0.5294
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26413012,Mesin Otomotif,Diploma Tiga,12,26.0,Tidak Ada,2026-04-10 15:28:07,0.4615
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26413013,Teknik Komputer Dan Jaringan,Diploma Tiga,30,108.0,Tidak Ada,2026-04-10 15:28:07,0.2778
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26413014,Administrasi Bisnis,Diploma Tiga,18,49.0,Tidak Ada,2026-04-10 15:28:07,0.3673
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26413015,Teknik Mesin,Diploma Tiga,12,32.0,Tidak Ada,2026-04-10 15:28:07,0.375
Politeknik Negeri Kupang,641,2641,PTN Vokasi,26413016,Akuntansi,Diploma Tiga,24,63.0,Tidak Ada,2026-04-10 15:28:07,0.381
Politeknik Pertanian Negeri Kupang,642,2642,PTN Vokasi,26422001,Penyuluhan Pertanian Lahan Kering,Sarjana Terapan,30,23.0,Tidak Ada,2026-04-10 15:28:09,1.3043
Politeknik Pertanian Negeri Kupang,642,2642,PTN Vokasi,26422002,Teknologi Industri Hortikultura,Sarjana Terapan,18,15.0,Tidak Ada,2026-04-10 15:28:09,1.2
Politeknik Pertanian Negeri Kupang,642,2642,PTN Vokasi,26422003,Teknologi Pakan Ternak,Sarjana Terapan,36,35.0,Tidak Ada,2026-04-10 15:28:09,1.0286
Politeknik Pertanian Negeri Kupang,642,2642,PTN Vokasi,26422004,Pengelolaan Hutan,Sarjana Terapan,27,19.0,Tidak Ada,2026-04-10 15:28:09,1.4211
Politeknik Pertanian Negeri Kupang,642,2642,PTN Vokasi,26422005,Agribisnis Perikanan,Sarjana Terapan,18,5.0,Tidak Ada,2026-04-10 15:28:09,3.6
Politeknik Pertanian Negeri Kupang,642,2642,PTN Vokasi,26422006,Teknologi Rekayasa Pangan,Sarjana Terapan,9,8.0,Tidak Ada,2026-04-10 15:28:09,1.125
Politeknik Pertanian Negeri Kupang,642,2642,PTN Vokasi,26422010,Pengelolaan Agribisnis,Sarjana Terapan,27,22.0,Tidak Ada,2026-04-10 15:28:09,1.2273
Politeknik Pertanian Negeri Kupang,642,2642,PTN Vokasi,26422015,Teknologi Budidaya Perikanan,Sarjana Terapan,18,,Tidak Ada,2026-04-10 15:28:09,
Politeknik Pertanian Negeri Kupang,642,2642,PTN Vokasi,26422016,Teknologi Produksi Ternak,Sarjana Terapan,18,,Tidak Ada,2026-04-10 15:28:09,
Politeknik Pertanian Negeri Kupang,642,2642,PTN Vokasi,26423007,Tanaman Pangan Dan Hortikultura,Diploma Tiga,6,3.0,Tidak Ada,2026-04-10 15:28:09,2.0
Politeknik Pertanian Negeri Kupang,642,2642,PTN Vokasi,26423008,Manajemen Sumber Daya Hutan,Diploma Tiga,11,6.0,Tidak Ada,2026-04-10 15:28:09,1.8333
Politeknik Pertanian Negeri Kupang,642,2642,PTN Vokasi,26423011,Teknologi Budidaya Perikanan,Diploma Tiga,6,3.0,Tidak Ada,2026-04-10 15:28:09,2.0
Politeknik Pertanian Negeri Kupang,642,2642,PTN Vokasi,26423012,Produksi Ternak,Diploma Tiga,12,9.0,Tidak Ada,2026-04-10 15:28:09,1.3333
Politeknik Pertanian Negeri Kupang,642,2642,PTN Vokasi,26423013,Manajemen Pertanian Lahan Kering,Diploma Tiga,11,2.0,Tidak Ada,2026-04-10 15:28:09,5.5
Politeknik Pertanian Negeri Kupang,642,2642,PTN Vokasi,26423014,Kesehatan Hewan,Diploma Tiga,23,45.0,Tidak Ada,2026-04-10 15:28:09,0.5111
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162001,Perancangan Bangunan Gedung,Sarjana Terapan,23,83.0,Tidak Ada,2026-04-10 15:28:11,0.2771
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162002,Jasa Konstruksi,Sarjana Terapan,23,67.0,Tidak Ada,2026-04-10 15:28:11,0.3433
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162003,Teknik Pembangkit Energi,Sarjana Terapan,23,34.0,Tidak Ada,2026-04-10 15:28:11,0.6765
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162004,Teknologi Kimia Industri,Sarjana Terapan,30,112.0,Tidak Ada,2026-04-10 15:28:11,0.2679
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162005,Teknik Mekatronika,Sarjana Terapan,30,46.0,Tidak Ada,2026-04-10 15:28:11,0.6522
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162006,Teknik Manufaktur,Sarjana Terapan,23,43.0,Tidak Ada,2026-04-10 15:28:11,0.5349
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162007,Teknik Multimedia & Jaringan,Sarjana Terapan,30,89.0,Tidak Ada,2026-04-10 15:28:11,0.3371
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162008,Teknik Komputer & Jaringan,Sarjana Terapan,30,251.0,Tidak Ada,2026-04-10 15:28:11,0.1195
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162009,Teknik Listrik,Sarjana Terapan,23,125.0,Tidak Ada,2026-04-10 15:28:11,0.184
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162010,Teknologi Rekayasa Jaringan Telekomunikasi,Sarjana Terapan,23,37.0,Tidak Ada,2026-04-10 15:28:11,0.6216
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162011,Akuntansi Manajerial,Sarjana Terapan,38,133.0,Tidak Ada,2026-04-10 15:28:11,0.2857
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162012,Administrasi Bisnis,Sarjana Terapan,38,183.0,Tidak Ada,2026-04-10 15:28:11,0.2077
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162015,Teknologi Rekayasa Kimia,Sarjana Terapan,23,26.0,Tidak Ada,2026-04-10 15:28:11,0.8846
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162030,Teknologi Rekayasa Energi Terbarukan,Sarjana Terapan,8,14.0,Tidak Ada,2026-04-10 15:28:11,0.5714
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162031,Teknologi Rekayasa Konstruksi Bangunan Air,Sarjana Terapan,23,5.0,Tidak Ada,2026-04-10 15:28:11,4.6
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162032,Akuntansi Manajerial Kampus Kabupaten Kolaka,Sarjana Terapan,8,1.0,Tidak Ada,2026-04-10 15:28:11,8.0
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162033,Teknologi Rekayasa Sistem Elektronika,Sarjana Terapan,15,9.0,Tidak Ada,2026-04-10 15:28:11,1.6667
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162034,Administrasi Perkantoran Digital,Sarjana Terapan,15,56.0,Tidak Ada,2026-04-10 15:28:11,0.2679
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162035,Bahasa Inggris Untuk Komunikasi Bisnis Dan Profesional,Sarjana Terapan,8,5.0,Tidak Ada,2026-04-10 15:28:11,1.6
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162036,Akuntansi Lembaga Keuangan Syariah,Sarjana Terapan,15,12.0,Tidak Ada,2026-04-10 15:28:11,1.25
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162037,Bisnis Digital,Sarjana Terapan,8,28.0,Tidak Ada,2026-04-10 15:28:11,0.2857
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162038,Teknologi Rekayasa Kimia Industri Psdku Kab. Kolaka,Sarjana Terapan,8,,Tidak Ada,2026-04-10 15:28:11,
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27162039,Teknologi Rekayasa Multimedia Psdku Kab. Kolaka,Sarjana Terapan,8,,Tidak Ada,2026-04-10 15:28:11,
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27163013,Administrasi Bisnis,Diploma Tiga,30,29.0,Tidak Ada,2026-04-10 15:28:11,1.0345
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27163014,Teknik Konstruksi Sipil,Diploma Tiga,15,75.0,Tidak Ada,2026-04-10 15:28:11,0.2
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27163016,Analisis Kimia,Diploma Tiga,23,29.0,Tidak Ada,2026-04-10 15:28:11,0.7931
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27163017,Teknik Konstruksi Gedung,Diploma Tiga,15,13.0,Tidak Ada,2026-04-10 15:28:11,1.1538
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27163018,Teknologi Konversi Energi (Kampus Kab. Kolaka),Diploma Tiga,8,,Tidak Ada,2026-04-10 15:28:11,
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27163019,Akuntansi,Diploma Tiga,30,58.0,Tidak Ada,2026-04-10 15:28:11,0.5172
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27163020,Teknik Elektronika,Diploma Tiga,15,39.0,Tidak Ada,2026-04-10 15:28:11,0.3846
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27163022,Teknik Telekomunikasi,Diploma Tiga,23,18.0,Tidak Ada,2026-04-10 15:28:11,1.2778
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27163023,Teknik Mesin,Diploma Tiga,23,90.0,Tidak Ada,2026-04-10 15:28:11,0.2556
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27163024,Teknik Otomotif,Diploma Tiga,15,42.0,Tidak Ada,2026-04-10 15:28:11,0.3571
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27163025,Teknik Listrik,Diploma Tiga,23,36.0,Tidak Ada,2026-04-10 15:28:11,0.6389
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27163026,Perawatan Alat Berat,Diploma Tiga,30,59.0,Tidak Ada,2026-04-10 15:28:11,0.5085
Politeknik Negeri Ujung Pandang,716,2716,PTN Vokasi,27163029,Teknik Konversi Energi,Diploma Tiga,23,7.0,Tidak Ada,2026-04-10 15:28:11,3.2857
Politeknik Pertanian Negeri Pangkajene Kepulauan,717,2717,PTN Vokasi,27172001,Agroindustri,Sarjana Terapan,28,45.0,Tidak Ada,2026-04-10 15:28:13,0.6222
Politeknik Pertanian Negeri Pangkajene Kepulauan,717,2717,PTN Vokasi,27172002,Pengelolaan Pelabuhan Perikanan,Sarjana Terapan,14,26.0,Tidak Ada,2026-04-10 15:28:13,0.5385
Politeknik Pertanian Negeri Pangkajene Kepulauan,717,2717,PTN Vokasi,27172003,Agribisnis Peternakan,Sarjana Terapan,14,10.0,Tidak Ada,2026-04-10 15:28:13,1.4
Politeknik Pertanian Negeri Pangkajene Kepulauan,717,2717,PTN Vokasi,27172004,Teknologi Pembenihan Ikan,Sarjana Terapan,20,7.0,Tidak Ada,2026-04-10 15:28:13,2.8571
Politeknik Pertanian Negeri Pangkajene Kepulauan,717,2717,PTN Vokasi,27172005,Teknologi Produksi Tanaman Pangan,Sarjana Terapan,17,15.0,Tidak Ada,2026-04-10 15:28:13,1.1333
Politeknik Pertanian Negeri Pangkajene Kepulauan,717,2717,PTN Vokasi,27172006,Teknologi Pakan Ternak,Sarjana Terapan,14,2.0,Tidak Ada,2026-04-10 15:28:13,7.0
Politeknik Pertanian Negeri Pangkajene Kepulauan,717,2717,PTN Vokasi,27172007,Teknologi Produksi Tanaman Hortikultura,Sarjana Terapan,14,9.0,Tidak Ada,2026-04-10 15:28:13,1.5556
